Code_x,Description,Code_y
AUC,"Arauca, Colombia: Santiago Perez",10412
AUD,"Augustus Downs, Australia: Augustus Downs Airport",10413
AUG,"Augusta/Waterville, ME: Augusta State",10414
AUH,"Abu Dhabi, United Arab Emirates: Abu Dhabi International",10415
AUI,"Aua Island, Papua New Guinea: Aua Island Airport",16386
AUK,"Alakanuk, AK: Alakanuk Airport",10416
AUM,"Austin/Albert Lea, MN: Austin Municipal",10417
AUN,"Auburn, CA: Auburn Municipal",10418
AUO,"Auburn, AL: Auburn University Regional",10419
AUP,"Aguan, Papua New Guinea: Aguan Papua N.G.",10420
AUQ,"Atuona, French Polynesia: Hiva Oa/Atuona",10421
AUR,"Aurillac, France: Aurillac Airport",10422
AUS,"Austin, TX: Austin - Bergstrom International",10423
BSM,"Austin, TX: Austin - Bergstrom International",10423
AUW,"Wausau, WI: Wausau Downtown",10424
AUX,"Araguaina, Brazil: Araguaina Airport",10425
AUY,"Aneityum, Vanuatu: Aneityum Airport",10426
AUZ,"Aurora, IL: Aurora Municipal",10427
AVB,"Aviano, Italy: Aviano AB",10428
AVI,"Ciego de Avila, Cuba: Maximo Gomez",10430
AVL,"Asheville, NC: Asheville Regional",10431
AVN,"Avignon, France: Avignon Caumont",10432
AVO,"Avon Park, FL: Avon Park Executive",10433
AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",10434
AVV,"Avalon, Australia: Avalon Airport",10435
AVW,"Tucson, AZ: Marana Regional",10436
AVX,"Avalon, CA: Catalina",10437
AVX,"Avalon, CA: Catalina",11001
CIB,"Avalon, CA: Catalina",10437
CIB,"Avalon, CA: Catalina",11001
AWA,"Awasa, Ethiopia: Lake Awasa",10438
AWK,"Wake Island, TT: Wake Island Airfield",10439
AWM,"West Memphis, AR: West Memphis Municipal",10440
AWR,"Awar, Papua New Guinea: Awar Airport",10441
AWX,"Andrews, TX: Andrews County",10442
AWZ,"Ahwaz, Iran: Ahwaz Airport",10443
AXA,"The Valley, Anguilla: Clayton J Lloyd",10444
AXB,"Alexandria Bay, NY: Maxson Airfield",10445
AXC,"Aramac, Australia: Aramac Airport",10446
AXD,"Alexandroupolis, Greece: Dimokritos",10447
AXM,"Armenia, Colombia: El Eden",10448
AXN,"Alexandria, MN: Chandler Field",10449
AXP,"Spring Point, The Bahamas: Spring Point Airport",10450
AXS,"Altus, OK: Altus/Quartz Mountain Regional",10451
AXT,"Akita, Japan: Akita Airport",10452
AXU,"Axum, Ethiopia: Axum Atse Yohannes IV",10453
AXV,"Wapakoneta, OH: Neil Armstrong",10454
AXX,"Eagle Nest, NM: Angel Fire",10455
AYL,"Anthony Lagoon, Australia: Anthony Lagoon Airport",10456
AYP,"Ayacucho, Peru: Coronel FAP Alfredo Mendivil Duarte",10457
AYQ,"Ayers Rock, Australia: Ayers Rock Connellan",10458
AYR,"Ayr, Australia: Ayr Airport",10459
AYS,"Waycross, GA: Waycross-Ware County",10460
AYT,"Antalya, Turkey: Antalya Airport",10461
AYW,"Ayawasi, Indonesia: Ayawasi Airport",10462
AZ1,"Grand Canyon, AZ: Valle",10463
AZ2,"Williams, AZ: H. A. Clark Memorial Field",10464
AZ3,"Glendale, AZ: Glendale Municipal",10465
AZ4,"Salome, AZ: Sheepy Hollow Ranch",16451
AZ5,"Springerville, AZ: Springerville Municipal",16561
AZ6,"Gila Bend, AZ: Gila Bend Municipal",16639
AZ7,"Colorado City, AZ: Colorado City Municipal",16837
AZ8,"Green Valley, AZ: Ruby Star Airpark",16973
AZ9,"Coolidge, AZ: Coolidge Municipal",16975
AZA,"Phoenix, AZ: Phoenix - Mesa Gateway",10466
AZD,"Yazd, Iran: Shahid Sadooghi International",10467
AZG,"Apatzingan, Mexico: Pablo L. Sidar",10468
AZI,"Abu Dhabi, United Arab Emirates: Al Bateen Executive",16531
AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",10469
AZR,"Adrar, Nigeria: Touat Cheikh Sidi Mohamed Belkebir",16888
AZS,"Samana, Dominican Republic: El Catey International",10470
B19,"Biddeford, ME: Biddeford Municipal",10471
B1C,"Baker Island, Canada: Blackfish Lodge",16649
B21,"Carrabassett, ME: Sugarloaf Regional",10472
B2C,"Blind Channel, Canada: Blind Channel Water Aerodrome",16650
B3C,"Minstrel Island, Canada: Minstrel Island Water Aerodrome",16652
B4C,"Simoom Sound, Canada: Simoom Sound Water Aerodrome",16655
BAA,"Bialla, Papua New Guinea: Bialla Airport",10473
BAB,"Marysville, CA: Beale AFB",10474
BAC,"Barranca de Upia, Colombia: Barranca de Upia Airport",10475
BAD,"Shreveport, LA: Barksdale AFB",10476
BAE,"Barcelonnette, France: Barcelonnette Airport",10477
BAF,"Westfield, MA: Westfield Barnes Regional",10478
BAG,"Baguio, Philippines: Baguio Airport",10479
BAH,"Manama, Bahrain: Bahrain International",10480
BAI,"Buenos Aires, Costa Rica: Buenos Aires Airport",10481
BAK,"Baku, Azerbaijan: Baku Metropolitan Area",12050
BAL,"Batman, Turkey: Batman Airport",10483
BAM,"Battle Mountain, NV: Battle Mountain Airport",10484
BAO,"Ban Mak Khaeng, Thailand: Udorn AB",10485
BAQ,"Barranquilla, Colombia: Ernesto Cortissoz",10486
BAR,"Baker Island, AK: Baker AAF",10487
BAT,"Barretos, Brazil: Chafei Amsei",16388
BAU,"Bauru, Brazil: Bauru-Arealva",10489
BAV,"Baotou, China: Baotou Airport",10490
BAX,"Barnaul, Russia: Mikhaylovka",10491
BAY,"Baia Mare, Romania: Maramures",10492
BAZ,"Barcelos, Brazil: Barcelos Airport",16460
BBA,"Balmaceda, Chile: Balmaceda Airport",10493
BBC,"Bay City, TX: Bay City Regional",10494
BBD,"Brady, TX: Curtis Field",16665
BBF,"Burlington, MA: N Eng Heliport",10495
BBI,"Bhubaneswar, India: Biju Patnaik International",10497
BBK,"Kasane North West, Botswana: Kasane",16713
BBO,"Berbera, Somalia: Berbera International",10498
BBQ,"Barbuda, Antigua and Barbuda: Cocoa Point",10499
BBR,"Basse Terre, Guadeloupe: Baillif",10500
BBS,"Blackbushe, United Kingdom: Blackbushe Airport",10501
BBT,"Berberati, Central African Republic: Berberati Airport",10502
BBU,"Bucharest, Romania: Baneasa Aurel Vlaicu",10503
BBW,"Broken Bow, NE: Broken Bow Municipal Keith Glaze Field",16573
BBX,"Blue Bell, PA: Wings Field",10504
BBY,"Bambari, Central African Republic: Bambari Airport",10505
BBZ,"Zambezi, Zambia: Zambezi Airport",10506
BC1,"Port Harvey, Canada: Port Harvey Water Aerodrome",16653
BC2,"Berry Island, Canada: Farewell Harbour",16600
BC3,"Bliss Landing, Canada: Bliss Landing Water Aerodrome",16601
BC4,"Cordero Lodge, Canada: Cordero Lodge Airport",16602
BC5,"Dent Island, Canada: Dent Island Lodge",16604
BC6,"Egmont, Canada: Egmont Water Aerodrome",16605
BC7,"Sonora Island, Canada: Sonora Resort",16619
BC8,"Hanson Island, Canada: Pacific Outback Resort",16607
BC9,"Mink Island, Canada: Mink Island Water Aerodrome",16609
BCA,"Baracoa, Cuba: Gustavo Rizo",10507
BCB,"Blacksburg, VA: Virginia Tech Montgomery Exec",10508
BCC,"Bear Creek, AK: Bear Creek Airport",10509
BCD,"Bacolod, Philippines: Bacolod Airport",10510
BCD,"Bacolod, Philippines: Bacolod Airport",16398
BCE,"Bryce Canyon, UT: Bryce Canyon Airport",10511
BCH,"Baucau, Timor-Leste: Baucau Airport",10512
BCI,"Barcaldine, Australia: Barcaldine Airport",10513
BCJ,"Crestone, CO: Baca Grande",10514
BCL,"Barra del Colorado, Costa Rica: Barra del Colorado Airport",10515
BCM,"Bacau, Romania: George Enescu Bacau International",10516
BCN,"Barcelona, Spain: Barcelona Airport",10517
BCS,"Belle Chasse, LA: Southern Seaplane",10518
BCT,"Boca Raton, FL: Boca Raton Public",10519
BCY,"Bulchi, Ethiopia: Bulchi Airport",10520
BDA,"Hamilton, Bermuda: L. F. Wade International",10521
BDB,"Bundaberg, Australia: Bundaberg Airport",10522
BDE,"Baudette, MN: Baudette International",10523
BDG,"Blanding, UT: Blanding Municipal",10524
BDH,"Bandar Lengeh, Iran: Bandar Lengeh Airport",10525
BDI,"Bird Island, Seychelles: Bird Island Airport",10526
BDJ,"Bandjarmasin, Indonesia: Syamsudin Noor",10527
BDK,"Bondoukou, Cote d'Ivoire: Bondoukou/Soko",10528
BDL,"Hartford, CT: Bradley International",10529
BDM,"Bandirma, Turkey: Bandirma Airport",10530
BDN,"Badin, Pakistan: Talhar",10531
BDO,"Bandung, Indonesia: Husein Sastranegara",10532
BDP,"Bhadrapur/Chandragadhi, Nepal: Chandragadhi",10533
BDQ,"Vadodara, India: Vadodara Airport",10534
BDR,"Bridgeport, CT: Bridgeport Sikorsky",10535
BDS,"Brindisi, Italy: Brindisi Airport",10536
BDT,"Bgadolite, Congo (Kinshasa): Gbadolite",16752
BDU,"Bardufoss, Norway: Bardufoss Airport",10537
BDY,"Bandon, OR: Bandon State",10538
BE1,"Steenokkerzeel, Belgium: Steenokkerzeel Airport",16814
BEB,"Benbecula, United Kingdom: Benbecula Airport",10539
BEC,"Wichita, KS: Beech Factory",16473
BED,"Bedford, MA: Laurence G Hanscom Field",10540
BEF,"Bluefields, Nicaragua: Bluefields Airport",10541
BEG,"Belgrade, Serbia: Beograd",10542
BEH,"Benton Harbor/St. Joseph, MI: Southwest Michigan Regional",10543
BEI,"Beica, Ethiopia: Beica Airport",10544
BEL,"Belem, Brazil: Val de Cans Julio Cezar Ribeiro International",10545
BEN,"Benghazi, Libya: Benina International",10547
BEO,"Newcastle, Australia: Lake Macquarie",10548
BER,"Berlin, Germany: Berlin Metropolitan Area",10549
BES,"Brest, France: Brest Bretagne",10550
BET,"Bethel, AK: Bethel Airport",10551
BEU,"Bedourie, Australia: Bedourie North",10552
BEV,"Beersheba, Israel: Teyman",10553
BEW,"Beira, Mozambique: Beira Airport",10554
BEY,"Beirut, Lebanon: Rafic Hariri International",10555
BFB,"Blue Fox Bay, AK: Blue Fox Bay Airport",10556
BFD,"Bradford, PA: Bradford Regional",10557
BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",10558
BFG,"Glen Canyon, UT: Bullfrog Basin",16760
BFI,"Seattle, WA: Boeing Field/King County International",10559
BFK,"Aurora, CO: Buckley Sfb",10560
BFL,"Bakersfield, CA: Meadows Field",10561
BFM,"Mobile, AL: Mobile International",10562
BFN,"Bloemfontein, South Africa: Bram Fischer International",10563
BFO,"Buffalo Range, Zimbabwe: Buffalo Range Airport",10564
BFP,"Beaver Falls, PA: Beaver County",10565
BFQ,"Bahia de Pinas, Panama: Bahia de Pinas Airport",10566
BFR,"Bedford, IN: Virgil I Grissom Municipal",10567
BFS,"Belfast, United Kingdom: Belfast Aldergrove",10568
BFT,"Beaufort, SC: Beaufort Executive",10569
BG1,"Graf Ingratievo, Bulgaria: Graf Ingratievo Airport",16708
BGA,"Bucaramanga, Colombia: Palonegro",10570
BGB,"Booue, Gabon: Booue Airport",10571
BGD,"Borger, TX: Hutchinson County",10572
BGE,"Bainbridge, GA: Decatur County Industrial Air Park",10573
BGF,"Bangui, Central African Republic: Bangui-M'Poko",10574
BGH,"Bogue, Mauritania: Abbaye",16574
BGI,"Barbados/Bridgetown, Barbados: Grantley Adams International",10575
BGL,"Baglung, Nepal: Baglung Airport",10576
BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",10577
BGN,"Bruggen, Germany: Bruggen Airport",10578
BGO,"Bergen, Norway: Flesland",10579
BGQ,"Big Lake, AK: Big Lake Airport",10580
BGR,"Bangor, ME: Bangor International",10581
BGS,"Big Spring, TX: Big Spring McMahon-Wrinkle",10582
BGT,"Bagdad, AZ: Bagdad Airport",10583
BGU,"Bangassou, Central African Republic: Bangassou Airport",10584
BGW,"Baghdad, Iraq: Al Muthana",10585
BGX,"Bage, Brazil: Comandante Gustavo Kraemer",10586
BGY,"Bergamo, Italy: Bergamo Orio Al Serio",10587
BH1,"Shaikh Isa, Bahrain: Isa AB",10588
BHB,"Bar Harbor, ME: Hancock County-Bar Harbor",10589
BHD,"Belfast, United Kingdom: Belfast City",10591
BHE,"Blenheim, New Zealand: Woodbourne",10592
BHG,"Brus Laguna, Honduras: Araslaya",10593
BHH,"Bisha, Saudi Arabia: Bisha Airport",10594
BHI,"Bahia Blanca, Argentina: Comandante Espora",10595
BHJ,"Bhuj, India: Bhuj Airport",10596
BHK,"Bukhara, Uzbekistan: Bukhara International",10597
BHL,"Bahia de Los Angeles, Mexico: Bahia de Los Angeles North",10598
BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",10599
BHN,"Beihan, Yemen: Beihan Airport",10600
BHO,"Bhopal, India: Raja Bhoj",10601
BHQ,"Broken Hill, Australia: Broken Hill Airport",10602
BHR,"Bharatpur, Nepal: Bharatpur Airport",10603
BHS,"Bathurst, Australia: Bathurst Airport",10604
BHT,"Brighton Downs, Australia: Brighton Downs Airport",10605
BHU,"Bhavnagar, India: Bhavnagar Airport",10606
BHV,"Bahawalpur, Pakistan: Bahawalpur International",10607
BHX,"Birmingham, United Kingdom: Birmingham Airport",10608
BHY,"Beihai, China: Beihai Airport",10609
BHZ,"Belo Horizonte, Brazil: Belo Horizonte Metropolitan Area",10610
BIA,"Bastia, France: Bastia Poretta",10611
BIC,"Big Creek, AK: Big Creek Airport",10612
BID,"Block Island, RI: Block Island State",10613
BIE,"Beatrice, NE: Beatrice Municipal",10614
BIF,"El Paso, TX: Biggs AAF",10615
BIG,"Big Delta, AK: Allen AAF",10616
BIH,"Bishop, CA: Bishop Airport",10617
BII,"Bikini Atoll, Marshall Islands: Bikini Atoll Airport",10618
BIK,"Biak, Indonesia: Manuhua",10619
BIL,"Billings, MT: Billings Logan International",10620
BIM,"Bimini, The Bahamas: Bimini International",10621
BIN,"Bamyan, Afghanistan: Bamyan Airport",10622
BIO,"Bilbao, Spain: Bilbao Airport",10623
BIP,"Bulimba, Australia: Bulimba Airport",10624
BIQ,"Biarritz, France: Biarritz Pays Basque",10625
BIR,"Biratnagar, Nepal: Biratnagar Airport",10626
BIS,"Bismarck/Mandan, ND: Bismarck Municipal",10627
BIV,"Bria, Central African Republic: Bria Airport",10628
BIX,"Biloxi, MS: Keesler AFB",10629
BJC,"Broomfield, CO: Rocky Mountain Metro",10630
BJI,"Bemidji, MN: Bemidji Regional",10631
BJJ,"Wooster, OH: Wayne County",10632
BJL,"Banjul, The Gambia: Banjul International",10633
BJM,"Bujumbura, Burundi: Bujumbura International",10634
BJR,"Bahir Dar, Ethiopia: Bahir Dar Ginbot Haya International",10635
BJU,"Bajura, Nepal: Bajura Airport",10636
BJV,"Bodrum, Turkey: Imsik",10637
BJX,"Leon/Guanajuato, Mexico: Leon International",10638
BJZ,"Badajoz, Spain: Badajoz Airport",10639
BKC,"Buckland, AK: Buckland Airport",10640
BKE,"Baker, OR: Baker City Municipal",10641
BKF,"Brooks Lake, AK: Brooks Lake Airport",10642
BKG,"Branson, MO: Branson Airport",10643
BKH,"Kekaha, Kauai, HI: Barking Sands PMRF",10644
BKI,"Kota Kinabalu, Malaysia: Kota Kinabalu International",10645
BKK,"Bangkok, Thailand: Suvarnabhumi International",13614
BKL,"Cleveland, OH: Burke Lakefront",10647
BKM,"Bakelalan, Malaysia: Bakelalan Airport",10648
BKO,"Bamako, Mali: President Modibo Keita",10650
BKQ,"Blackall, Australia: Blackall Airport",10651
BKS,"Bengkulu, Indonesia: Fatmawati Soekarno",10652
BKT,"Blackstone, VA: Allen C Perkinson Blackstone AAF",16987
BKU,"Betioky, Madagascar: Betioky Airport",10653
BKW,"Beckley, WV: Raleigh County Memorial",10654
BKX,"Brookings, SD: Brookings Regional",10655
BKY,"Bukavu, Congo (Kinshasa): Bukavu Kavumu",10656
BKZ,"Bukoba, Tanzania: Bukoba Airport",10657
BLA,"Barcelona, Venezuela: General Jose Antonio Anzoategui International",10658
BLB,"Balboa, Panama: Albrook AFB",10659
BLC,"Bali, Cameroon: Bali Airport",10660
BLD,"Boulder City, NV: Boulder City Municipal",10661
BLE,"Borlange, Sweden: Borlange Airport",10662
BLF,"Princeton/Bluefield, WV: Mercer County",10663
BLG,"Belaga, Malaysia: Belaga Airport",10664
BLH,"Blythe, CA: Blythe Airport",10665
BLI,"Bellingham, WA: Bellingham International",10666
BLJ,"Batna, Algeria: Mostepha Ben Boulaid",10667
BLK,"Blackpool, United Kingdom: Blackpool Airport",10668
BLL,"Billund, Denmark: Billund Airport",10669
BLM,"Belmar/Farmingdale, NJ: Monmouth Executive",10670
BLO,"Blonduos, Iceland: Blonduos Airport",10671
BLP,"Bellavista, Peru: Bellavista 1",10672
BLQ,"Bologna, Italy: Bologna Airport",10673
BLR,"Bangalore, India: Kempegowda International",10674
BLT,"Blackwater, Australia: Blackwater Airport",10675
BLV,"Belleville, IL: Scott AFB MidAmerica St Louis",10676
BLZ,"Blantyre, Malawi: Chileka International",10677
BMA,"Stockholm, Sweden: Bromma",10678
BMB,"Bumba, Congo (Kinshasa): Bumba Airport",10679
BMC,"Brigham City, UT: Brigham City Regional",10680
BMD,"Belo, Madagascar: Belo Sur Tsiribihina",10681
BME,"Broome, Australia: Broome International",10682
BMG,"Bloomington, IN: Monroe County",10683
BMH,"Bomai, Papua New Guinea: Bomai Airport",10684
BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",10685
BMJ,"Baramita, Guyana: Baramita Airport",10686
BML,"Berlin, NH: Berlin Regional",10687
BMM,"Bitam, Gabon: Bitam Airport",10688
BMO,"Bhamo, Burma: Banmaw",10689
BMP,"Brampton Island, Australia: Brampton Island Airport",10690
BMT,"Beaumont, TX: Beaumont Municipal",16902
BMV,"Ban Me Thout, Vietnam: Buon Ma Thuot",16687
BMW,"Bordj Badji Mokhtar, Algeria: Bordj Mokhtar",10691
BMX,"Big Mountain, AK: Big Mountain AFS",10692
BNA,"Nashville, TN: Nashville International",10693
BNB,"Boende, Congo (Kinshasa): Boende Airport",10694
BND,"Bandar Abbas, Iran: Bandar Abbas International",10695
BNE,"Brisbane, Australia: Brisbane International",10696
BNF,"Baranof, AK: Warm Spring Bay Seaplane Base",10697
BNG,"Banning, CA: Banning Municipal",10698
BNH,"Boston, MA: Boston Harbor Seaplane Base",16954
BNI,"Benin City, Nigeria: Benin City Airport",10699
BNK,"Ballina, Australia: Ballina Byron Gateway",10700
BNL,"Barnwell, SC: Barnwell Regional",10701
BNN,"Bronnoysund, Norway: Bronnoysund Airport",10702
BNO,"Burns, OR: Burns Municipal",10703
BNS,"Barinas, Venezuela: Barinas Airport",10704
BNX,"Banja Luka, Bosnia and Herzegovina: Banja Luka Airport",10705
BNZ,"Banz, Papua New Guinea: Banz Airport",10706
BOA,"Boma, Congo (Kinshasa): Boma Airport",10707
BOB,"Bora Bora, French Polynesia: Bora Bora Motu Mute",10708
BOC,"Bocas del Toro, Panama: Jose Ezequiel Hall",10709
BOD,"Bordeaux, France: Bordeaux Merignac",10710
BOG,"Bogota, Colombia: El Dorado International",10711
BOH,"Bournemouth, United Kingdom: Bournemouth Airport",10712
BOI,"Boise, ID: Boise Air Terminal",10713
BOJ,"Burgas, Bulgaria: Burgas Airport",10714
BOK,"Brookings, OR: Brookings Airport",10715
BOM,"Mumbai, India: Chhatrapati Shivaji Maharaj International",10716
BON,"Bonaire, Bonaire, Sint Eustatius, and Saba: Flamingo International",10717
BOO,"Bodo, Norway: Bodo Airport",10718
BOQ,"Boku, Papua New Guinea: Boku Airport",10719
BOR,"Belfort, France: Fontaine",10720
BOS,"Boston, MA: Logan International",10721
BOW,"Bartow, FL: Bartow Executive",10722
BOX,"Borroloola, Australia: Borroloola Airport",10723
BOY,"Bobo Dioulasso, Burkina Faso: Bobo Dioulasso Airport",10724
BPH,"Bislig, Philippines: Bislig Airport",10725
BPI,"Big Piney, WY: Miley Memorial Field",16521
BPN,"Balikpapan, Indonesia: Sultan Aji Muhammad Sulaiman Sepinggan",10726
BPS,"Porto Seguro, Brazil: Porto Seguro Airport",10727
BPT,"Beaumont/Port Arthur, TX: Jack Brooks Regional",10728
BQA,"Baler, Philippines: Baler Airport",10729
BQH,"London, United Kingdom: Biggin Hill",10730
BQK,"Brunswick, GA: Brunswick Golden Isles",10731
BQN,"Aguadilla, PR: Rafael Hernandez",10732
BQS,"Blagoveschensk, Russia: Ignatyevo",10733
BQU,"Bequia, Saint Vincent and the Grenadines: J. F. Mitchell",10734
BQV,"Bartlett Cove, AK: Bartlett Cove Seaplane Base",10735
BR1,"Parana, Brazil: Aeroporto Regional de Pato Branco",10736
BR2,"Porto Belo, Brazil: Costa Esmeralda",16701
BRA,"Barreiras, Brazil: Dom Ricardo Webererger",10737
BRC,"San Carlos de Bariloche, Argentina: San Carlos de Bariloche Airport",10738
BRD,"Brainerd, MN: Brainerd Lakes Regional",10739
BRE,"Bremen, Germany: Bremen Airport",10740
BRG,"Whitesburg, KY: Whitesburg Municipal",10741
BRI,"Bari, Italy: Bari Airport",10742
BRK,"Bourke, Australia: Bourke Airport",10743
BRL,"Burlington, IA: Southeast Iowa Regional",10744
BRM,"Barquisimeto, Venezuela: Barquisimeto International",10745
BRN,"Berne, Switzerland: Bern",10746
BRO,"Brownsville, TX: Brownsville South Padre Island International",10747
BRQ,"Brno, Czech Republic: Turany",10748
BRR,"Barra, United Kingdom: Barra Airport",10749
BRS,"Bristol, United Kingdom: Bristol Airport",10750
BRT,"Bathurst Island, Australia: Bathurst Island Airport",10751
BRU,"Brussels, Belgium: Brussels National",10752
BRV,"Bremerhaven, Germany: Bremerhaven Airport",10753
BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",10754
BRX,"Barahona, Dominican Republic: Barahona Habanero",10755
BRY,"Bardstown, KY: Samuels Field",10756
BS1,"Goat Cay, The Bahamas: Goat Cay Airport",16835
BS2,"Pig Beach, The Bahamas: Pig Beach Airport",16836
BS3,"Baker Bay, The Bahamas: Baker Bay Airport",16845
BSA,"Bosaso, Somalia: Bosaso Airport",10757
BSB,"Brasilia, Brazil: Presidente Juscelino Kubitschek International",10758
BSD,"Baoshan, China: Baoshan Airport",10759
BSG,"Bata, Equatorial Guinea: Bata Airport",10760
BSK,"Biskra, Algeria: Mohamed Khider",10761
BSL,"Mulhouse, France: EuroAirport",10762
BSL,"Mulhouse, France: EuroAirport",13366
MLH,"Mulhouse, France: EuroAirport",10762
MLH,"Mulhouse, France: EuroAirport",13366
BSO,"Basco, Philippines: Basco Airport",10764
BSQ,"Bisbee, AZ: Bisbee Municipal",10765
BSR,"Basra, Iraq: Basrah International",10766
BSS,"Balsas, Brazil: Balsas Airport",10767
BSU,"Basankusu, Congo (Kinshasa): Basankusu Airport",10768
BSW,"Boswell Bay, AK: Boswell Bay Airport",10769
BTA,"Bertoua, Cameroon: Bertoua Airport",10771
BTC,"Batticaloa, Sri Lanka: Batticaloa Airport",10772
BTE,"Bonthe, Sierra Leone: Bonthe Airport",10773
BTH,"Batu Besar, Indonesia: Batu Besar Airport",10774
BTI,"Barter Island, AK: Barter Island Airport",10775
BTJ,"Banda Aceh, Indonesia: Sultan Iskandar Muda",10776
BTK,"Bratsk, Russia: Bratsk Airport",10777
BTL,"Battle Creek, MI: Battle Creek Executive at Kellogg Field",10778
BTM,"Butte, MT: Bert Mooney",10779
